attrition_flag,customer_age,gender,dependent_count,education_level,marital_status,income_category,card_category,months_on_book,total_relationship_count,months_inactive_12_mon,contacts_count_12_mon,credit_limit,total_revolving_bal,total_amt_chng_q4_q1,total_ct_chng_q4_q1,avg_utilization_ratio,total_trans_amt_avg
0,45,M,4,College,Married,$80K - $120K,Blue,31,4,3,3,31978,1659,0.556,1.217,0.052,45
0,62,M,1,Graduate,Single,$120K +,Blue,53,4,3,4,34516,2061,0.564,0.767,0.06,50
0,45,F,3,High School,Divorced,Less than $40K,Blue,33,5,1,1,6225,1596,0.826,0.651,0.256,58
1,49,F,4,High School,Single,$60K - $80K,Blue,31,6,3,3,2672,0,1.038,0.5,0.0,66
1,41,F,4,Graduate,Divorced,$40K - $60K,Blue,33,1,3,1,10360,2517,0.632,0.273,0.243,86
0,50,M,2,High School,Married,$120K +,Blue,38,5,6,0,10747,1027,0.925,0.658,0.096,72
0,46,M,5,Uneducated,Single,$60K - $80K,Blue,33,4,1,3,3135,0,0.572,0.7,0.0,60
0,42,F,3,Uneducated,Single,Less than $40K,Blue,22,4,1,4,1438,860,0.761,0.837,0.598,60
0,41,F,4,Uneducated,Divorced,Less than $40K,Blue,32,4,3,1,3189,0,0.91,0.755,0.0,55
0,65,M,1,Uneducated,Single,Less than $40K,Blue,55,3,2,4,8963,0,0.744,0.689,0.0,59
1,55,M,1,Uneducated,Single,$60K - $80K,Blue,48,5,2,2,1723,0,1.038,0.72,0.0,59
0,36,F,3,Uneducated,Married,$60K - $80K,Blue,23,6,6,1,2161,1404,0.68,0.878,0.65,57
0,46,F,3,Graduate,Single,Less than $40K,Blue,27,6,3,3,3901,1001,0.822,1.323,0.257,59
0,58,F,1,Doctorate,Married,Less than $40K,Blue,48,4,2,2,1438,801,0.595,0.579,0.557,70
0,42,F,3,Uneducated,Divorced,Less than $40K,Blue,38,5,2,2,3131,849,0.992,0.59,0.271,50
0,38,F,2,Graduate,Single,$40K - $60K,Blue,36,6,2,3,2331,1709,0.851,0.816,0.733,64
0,29,F,1,Uneducated,Married,Less than $40K,Blue,18,3,3,3,1895,1146,0.685,0.714,0.605,60
0,46,F,4,High School,Divorced,$60K - $80K,Blue,40,5,2,3,26496,1406,0.96,0.705,0.053,49
1,55,F,2,Graduate,Single,Less than $40K,Blue,49,2,1,2,1583,234,0.639,0.385,0.148,70
0,57,F,2,High School,Married,Less than $40K,Blue,36,4,2,2,1438,904,0.761,0.837,0.629,49
0,45,F,4,Graduate,Single,Less than $40K,Blue,36,5,3,2,2072,1544,0.903,0.939,0.745,65
0,47,F,1,Doctorate,Divorced,Less than $40K,Blue,37,6,3,3,2707,1367,0.794,0.78,0.505,63
0,43,F,3,High School,Married,Less than $40K,Silver,31,3,3,4,13608,1190,0.553,0.767,0.087,41
0,52,F,3,High School,Single,$60K - $80K,Blue,36,3,1,2,10273,1657,0.71,0.591,0.161,53
0,64,F,0,High School,Single,Less than $40K,Blue,56,6,6,1,2609,1115,0.753,0.903,0.427,77
0,52,F,2,Graduate,Married,Less than $40K,Blue,39,4,1,3,8431,1862,0.59,0.682,0.221,54
0,61,M,0,High School,Divorced,$60K - $80K,Blue,51,6,3,4,5852,1935,0.829,0.618,0.331,67
0,40,F,3,Uneducated,Married,Less than $40K,Blue,35,5,2,4,3140,2183,0.58,0.733,0.695,65
1,50,M,4,Graduate,Married,$40K - $60K,Blue,35,6,1,5,12914,1227,0.392,0.459,0.095,38
0,45,F,5,Graduate,Single,Less than $40K,Blue,34,5,1,0,8694,961,0.551,0.441,0.111,35
1,36,F,1,College,Single,Less than $40K,Blue,24,2,1,2,1735,0,0.74,0.346,0.0,70
0,51,F,3,High School,Single,$60K - $80K,Blue,46,4,1,4,2286,1641,0.947,0.712,0.718,48
0,43,F,2,Graduate,Married,Less than $40K,Blue,36,5,2,4,3589,1808,0.75,0.667,0.504,60
0,51,F,2,College,Single,Less than $40K,Blue,39,5,2,4,2673,1275,0.691,1.027,0.477,54
0,47,M,2,Doctorate,Married,$80K - $120K,Blue,36,3,1,3,9437,2024,0.664,0.696,0.214,60
0,39,F,2,High School,Single,$40K - $60K,Blue,28,3,2,2,2751,2258,0.634,0.675,0.821,65
0,40,M,1,High School,Single,$40K - $60K,Blue,28,6,2,1,11557,1050,0.754,0.786,0.091,54
0,38,F,2,High School,Married,$60K - $80K,Blue,27,5,2,1,14831,1302,0.916,0.698,0.088,61
1,51,F,2,Graduate,Single,$40K - $60K,Blue,36,3,1,4,1495,0,0.528,0.562,0.0,44
0,44,M,5,High School,Married,$60K - $80K,Blue,34,5,3,2,2791,1979,0.807,0.628,0.709,65
0,38,M,3,Graduate,Single,$120K +,Blue,29,4,3,0,9703,941,0.721,1.025,0.097,51
0,47,M,5,Post-Graduate,Single,$120K +,Blue,39,6,3,1,3889,1839,0.911,0.703,0.473,70
0,32,F,0,High School,Single,$60K - $80K,Blue,26,6,2,4,14140,845,0.715,0.689,0.06,66
0,53,M,3,Post-Graduate,Married,$80K - $120K,Blue,47,5,2,1,9106,975,0.588,0.644,0.107,52
1,40,F,3,Uneducated,Married,Less than $40K,Blue,34,5,1,2,2694,0,0.872,0.31,0.0,70
0,45,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,2,19629,0,0.766,0.881,0.0,51
0,41,M,4,Graduate,Single,$40K - $60K,Blue,36,3,1,1,6507,1452,0.802,0.854,0.223,51
1,53,F,2,College,Single,$60K - $80K,Blue,49,2,2,4,10195,0,0.629,0.385,0.0,46
0,44,F,5,College,Married,Less than $40K,Blue,34,4,1,2,2096,1711,0.746,0.744,0.816,54
0,39,F,2,Graduate,Single,$40K - $60K,Blue,36,5,1,1,11314,0,0.674,0.628,0.0,53
0,50,F,1,Uneducated,Single,Less than $40K,Blue,37,6,1,1,1837,665,0.844,0.66,0.362,54
1,39,M,3,High School,Single,$60K - $80K,Blue,23,1,2,3,7821,2517,0.408,0.344,0.322,46
1,44,F,3,Graduate,Married,Less than $40K,Blue,36,6,3,4,1984,0,0.89,0.643,0.0,54
0,56,F,3,Post-Graduate,Single,Less than $40K,Blue,36,4,3,0,2535,1699,0.72,0.789,0.67,66
0,63,M,0,Uneducated,Single,$40K - $60K,Blue,36,3,3,3,1970,1224,0.54,0.625,0.621,69
0,50,M,1,Post-Graduate,Married,$120K +,Blue,38,4,5,3,34516,2076,0.812,0.667,0.06,56
0,40,F,3,Graduate,Single,Less than $40K,Blue,29,5,1,4,2694,1833,1.044,1.074,0.68,60
0,48,M,3,High School,Single,$60K - $80K,Blue,40,6,3,3,4476,0,0.683,0.634,0.0,50
1,53,F,2,Uneducated,Single,$40K - $60K,Blue,47,1,2,3,1699,0,0.602,0.531,0.0,51
0,44,F,1,Uneducated,Married,Less than $40K,Blue,36,3,2,4,1953,1762,0.743,0.655,0.902,50
0,56,F,2,Graduate,Divorced,$60K - $80K,Blue,45,5,1,3,5264,0,0.852,0.795,0.0,70
1,40,F,3,Uneducated,Single,$60K - $80K,Blue,36,3,2,2,3698,478,0.611,0.632,0.129,66
0,41,M,4,Graduate,Single,$120K +,Blue,35,5,3,3,34516,825,0.982,0.962,0.024,61
0,40,F,4,College,Married,Less than $40K,Blue,28,4,1,1,2712,0,0.835,0.927,0.0,65
0,45,F,4,High School,Divorced,Less than $40K,Blue,36,3,1,4,5486,685,0.879,0.556,0.125,42
0,40,F,2,Post-Graduate,Married,Less than $40K,Blue,32,3,3,0,2107,941,0.975,0.738,0.447,66
0,52,M,3,Uneducated,Divorced,$120K +,Blue,45,4,1,2,18096,2404,0.734,0.478,0.133,57
1,59,F,2,High School,Single,$60K - $80K,Blue,45,1,3,3,2721,1885,0.853,0.455,0.693,54
0,49,F,2,High School,Divorced,Less than $40K,Blue,36,6,3,3,2976,2257,0.75,0.781,0.758,67
0,47,M,2,Graduate,Divorced,$80K - $120K,Blue,40,6,1,3,16741,1225,0.641,0.514,0.073,64
0,42,F,3,Graduate,Divorced,Less than $40K,Blue,36,5,2,3,3714,2517,0.857,0.848,0.678,55
1,41,F,5,Graduate,Married,Less than $40K,Blue,28,6,2,2,6936,0,0.883,0.63,0.0,65
0,43,M,5,High School,Married,$120K +,Blue,37,4,3,4,11099,0,0.89,0.75,0.0,51
0,40,F,4,Graduate,Single,Less than $40K,Gold,20,6,4,3,15987,1965,0.722,0.591,0.123,64
0,45,F,1,High School,Divorced,Less than $40K,Blue,35,4,4,4,4406,1247,1.037,0.854,0.283,52
0,43,M,2,High School,Married,$120K +,Silver,23,3,3,2,34516,1153,0.89,0.69,0.033,63
0,48,F,2,Graduate,Married,$60K - $80K,Blue,40,3,2,4,5104,736,0.679,0.696,0.144,50
1,46,F,1,Uneducated,Single,$40K - $60K,Blue,30,3,2,1,7195,0,1.035,1.136,0.0,58
0,41,F,3,Doctorate,Married,Less than $40K,Blue,36,3,1,1,1956,1053,0.941,0.795,0.538,70
0,38,F,3,Post-Graduate,Married,Less than $40K,Blue,32,4,3,2,3317,2517,0.862,1.0,0.759,50
1,45,F,0,Graduate,Married,$40K - $60K,Blue,30,3,2,4,2759,0,0.535,0.424,0.0,43
0,44,F,2,Graduate,Married,$60K - $80K,Blue,36,3,1,2,6038,0,0.666,0.688,0.0,54
0,35,F,2,Uneducated,Single,Less than $40K,Blue,36,3,2,1,2942,2100,0.694,0.821,0.714,64
0,49,F,4,Graduate,Married,Less than $40K,Blue,39,4,2,3,5095,0,0.729,0.508,0.0,42
0,47,F,4,Graduate,Divorced,Less than $40K,Blue,35,4,2,4,1438,0,0.571,0.816,0.0,54
0,48,M,3,High School,Single,$80K - $120K,Blue,36,3,3,4,10111,868,0.748,0.889,0.086,70
1,50,F,4,Graduate,Single,Less than $40K,Blue,44,2,3,2,3201,2517,0.445,0.355,0.786,44
0,44,M,4,Uneducated,Divorced,$60K - $80K,Blue,36,6,1,3,2761,0,0.619,0.585,0.0,57
0,37,M,3,Graduate,Divorced,$40K - $60K,Blue,36,5,2,0,5987,1405,0.952,0.674,0.235,55
0,47,F,3,High School,Single,$60K - $80K,Blue,41,5,1,3,5630,748,0.804,0.761,0.133,60
0,35,F,1,Graduate,Single,$60K - $80K,Blue,36,6,2,3,6622,2126,1.041,0.818,0.321,61
0,51,M,0,Graduate,Married,$120K +,Blue,36,4,2,3,18733,1292,0.442,0.491,0.069,59
0,36,F,3,Graduate,Single,$40K - $60K,Blue,18,4,3,3,2265,1345,0.808,0.49,0.594,54
0,33,F,2,Graduate,Married,$40K - $60K,Blue,19,4,3,4,2907,1537,0.79,1.0,0.529,57
1,32,F,0,Uneducated,Married,$60K - $80K,Blue,36,6,3,2,8791,0,0.894,0.594,0.0,50
1,59,F,0,Doctorate,Married,Less than $40K,Blue,52,6,4,2,2302,0,0.52,0.667,0.0,56
0,51,F,2,Graduate,Divorced,$40K - $60K,Blue,44,4,6,4,5489,1665,0.742,0.786,0.303,53
0,50,F,1,High School,Married,Less than $40K,Blue,32,4,1,3,2055,1276,0.869,0.707,0.621,71
0,39,F,1,Post-Graduate,Married,$40K - $60K,Blue,36,5,3,2,2147,771,0.69,0.767,0.359,60
0,49,F,4,College,Divorced,Less than $40K,Blue,45,3,3,3,1757,1307,0.769,0.756,0.744,65
1,43,M,3,College,Married,$80K - $120K,Blue,25,3,3,3,2900,2517,0.719,0.409,0.868,70
0,41,F,2,Graduate,Single,Less than $40K,Blue,29,4,2,3,2670,2079,0.649,0.788,0.779,66
0,51,M,2,Doctorate,Divorced,$80K - $120K,Blue,38,4,2,3,21382,1692,0.731,0.65,0.079,46
0,54,F,0,College,Married,$40K - $60K,Blue,46,6,2,3,2254,533,1.043,0.909,0.236,58
0,40,F,5,High School,Single,$60K - $80K,Blue,31,6,3,1,4433,1488,0.669,0.9,0.336,50
0,55,F,2,Graduate,Married,Less than $40K,Blue,36,4,2,4,1438,739,0.727,0.54,0.514,52
1,49,F,2,Graduate,Divorced,Less than $40K,Blue,29,6,3,3,2520,1473,0.515,0.241,0.585,57
1,41,F,3,Graduate,Single,$40K - $60K,Blue,31,4,3,2,5655,1154,0.702,0.7,0.204,42
0,48,M,4,High School,Divorced,$60K - $80K,Blue,31,4,1,1,1438,0,0.836,0.451,0.0,60
0,44,F,3,College,Single,Less than $40K,Blue,34,3,3,4,2786,1635,0.921,1.0,0.587,55
0,51,F,3,High School,Divorced,Less than $40K,Blue,36,4,3,0,3961,1729,0.783,0.8,0.437,64
0,43,M,3,High School,Divorced,$60K - $80K,Blue,32,4,1,3,2476,1944,0.881,0.585,0.785,61
1,52,M,3,Uneducated,Married,$80K - $120K,Blue,44,3,3,3,11606,0,0.797,0.393,0.0,67
0,45,F,3,High School,Married,$60K - $80K,Blue,36,6,1,3,8459,757,0.648,0.673,0.089,53
0,48,F,2,Graduate,Single,$60K - $80K,Blue,29,6,1,2,9554,2337,0.79,0.69,0.245,57
0,50,M,2,Uneducated,Single,$60K - $80K,Blue,43,4,3,3,4388,642,0.815,0.723,0.146,47
0,43,M,2,Graduate,Married,$60K - $80K,Blue,28,6,3,2,19826,1389,0.614,0.659,0.07,48
0,34,F,1,Graduate,Married,$40K - $60K,Blue,27,3,1,3,2173,0,0.922,0.766,0.0,52
0,48,F,3,Graduate,Divorced,$40K - $60K,Blue,36,6,2,2,2545,1894,0.911,0.789,0.744,68
1,49,F,4,Graduate,Married,Less than $40K,Blue,38,5,2,4,1757,0,0.89,0.406,0.0,56
0,54,M,2,Graduate,Married,$80K - $120K,Blue,37,3,2,3,3164,2201,0.679,0.623,0.696,51
0,44,F,2,Graduate,Married,Less than $40K,Blue,40,6,2,2,6022,871,0.6,0.423,0.145,50
1,46,F,3,College,Married,Less than $40K,Blue,36,2,3,4,1804,0,0.537,0.419,0.0,47
0,53,M,2,Uneducated,Divorced,$120K +,Blue,42,4,2,2,22664,0,0.749,0.745,0.0,51
0,39,M,3,Graduate,Single,$60K - $80K,Blue,36,5,3,4,2527,2204,0.9,0.771,0.872,54
1,49,F,0,Doctorate,Married,Less than $40K,Blue,40,3,4,4,3547,2517,0.805,0.731,0.71,60
0,52,F,1,College,Single,Less than $40K,Blue,43,5,2,3,1438,604,0.81,0.694,0.42,50
0,51,F,1,College,Married,$60K - $80K,Blue,38,3,2,4,6182,1516,1.137,0.968,0.245,62
1,40,M,3,High School,Divorced,$80K - $120K,Blue,34,1,3,4,29715,0,0.399,0.345,0.0,54
0,49,F,2,College,Married,Less than $40K,Blue,36,4,3,3,2154,1490,0.727,0.853,0.692,58
0,46,M,3,Graduate,Divorced,$60K - $80K,Blue,36,6,3,4,2179,1632,0.801,0.683,0.749,58
0,59,M,0,Uneducated,Single,$60K - $80K,Blue,48,5,1,3,4906,1302,0.862,0.905,0.265,60
0,38,F,1,Graduate,Married,$40K - $60K,Blue,26,5,3,1,2346,1407,0.77,0.975,0.6,52
0,45,F,3,Graduate,Single,Less than $40K,Blue,36,5,2,3,4753,0,0.856,0.578,0.0,54
1,44,F,2,Graduate,Divorced,Less than $40K,Blue,36,3,2,3,1880,0,0.519,0.417,0.0,72
0,64,M,0,College,Single,Less than $40K,Silver,56,5,4,4,12155,0,0.446,0.875,0.0,76
0,49,F,1,Graduate,Married,$40K - $60K,Blue,36,5,3,1,2721,1527,0.743,0.725,0.561,52
0,51,F,1,Graduate,Married,Less than $40K,Blue,44,6,2,0,6160,2258,0.717,0.6,0.367,49
0,41,F,4,Graduate,Single,Less than $40K,Blue,24,3,3,1,2069,1393,0.875,0.75,0.673,70
0,41,M,2,High School,Single,$80K - $120K,Blue,29,6,3,4,28422,1258,0.672,0.6,0.044,60
0,39,M,4,Uneducated,Married,$80K - $120K,Blue,27,6,4,2,1438,0,0.797,0.725,0.0,62
0,41,M,3,Graduate,Divorced,Less than $40K,Blue,23,5,2,4,1438,0,0.735,0.744,0.0,64
1,65,M,0,Graduate,Single,$60K - $80K,Blue,48,1,4,3,1671,0,0.725,0.889,0.0,52
1,44,F,5,Graduate,Single,Less than $40K,Blue,37,1,2,4,1491,0,0.551,0.484,0.0,42
1,43,M,3,Graduate,Divorced,$80K - $120K,Blue,29,1,2,6,11422,1095,0.773,0.8,0.096,54
1,54,F,4,College,Married,Less than $40K,Blue,43,3,3,0,5139,0,0.33,0.692,0.0,37
0,61,M,0,Doctorate,Single,$60K - $80K,Blue,56,4,1,3,4783,2517,1.024,1.174,0.526,57
0,47,M,3,High School,Single,$60K - $80K,Blue,36,3,2,1,2589,1693,0.878,0.766,0.654,51
0,38,M,1,Graduate,Divorced,$80K - $120K,Blue,25,4,2,4,8138,0,0.596,0.649,0.0,79
0,51,F,3,Graduate,Married,$60K - $80K,Blue,37,6,1,1,4502,1785,1.014,0.812,0.396,51
0,44,M,5,High School,Married,$60K - $80K,Silver,38,3,2,2,33521,928,0.732,0.535,0.028,62
0,48,F,3,High School,Single,Less than $40K,Blue,37,5,3,0,4361,806,0.627,0.75,0.185,53
0,53,M,4,College,Divorced,$60K - $80K,Blue,44,5,3,1,7026,1728,0.669,1.0,0.246,59
0,50,M,2,High School,Married,$80K - $120K,Blue,36,6,2,1,16388,2001,0.547,0.66,0.122,53
1,30,F,1,Graduate,Married,Less than $40K,Blue,36,2,2,3,2905,2517,0.725,0.393,0.866,63
0,41,M,1,Uneducated,Single,$80K - $120K,Blue,31,6,2,4,2404,1887,0.592,0.744,0.785,59
1,55,F,4,High School,Married,Less than $40K,Blue,36,4,2,3,1477,0,0.719,0.531,0.0,49
1,43,F,4,Post-Graduate,Divorced,Less than $40K,Blue,30,4,3,3,3556,2517,0.651,0.71,0.708,49
0,48,M,3,Graduate,Married,$60K - $80K,Blue,38,6,1,0,5649,748,1.077,0.946,0.132,65
0,41,F,3,Post-Graduate,Divorced,$40K - $60K,Blue,29,6,1,3,14345,960,0.817,0.946,0.067,56
0,47,F,3,High School,Married,Less than $40K,Blue,36,6,2,3,6524,1993,0.815,0.886,0.305,64
0,55,F,1,College,Married,Less than $40K,Blue,46,5,1,4,2281,920,0.576,0.833,0.403,60
0,47,F,4,College,Married,Less than $40K,Blue,38,3,1,2,2633,1924,0.806,0.535,0.731,51
0,51,M,3,Graduate,Married,$80K - $120K,Blue,31,6,1,2,7693,0,0.579,0.632,0.0,49
0,44,F,3,High School,Single,$60K - $80K,Blue,31,5,6,4,10262,1888,0.508,0.757,0.184,54
0,49,F,2,High School,Single,$60K - $80K,Blue,39,4,1,3,11320,0,0.669,0.727,0.0,49
0,53,F,1,College,Single,Less than $40K,Blue,35,3,2,4,2482,916,0.632,0.532,0.369,59
0,47,F,3,High School,Married,Less than $40K,Blue,36,3,2,2,3035,0,1.222,0.658,0.0,61
0,51,M,2,Graduate,Single,$120K +,Blue,40,4,3,3,26308,0,0.647,0.828,0.0,61
0,53,F,4,College,Single,Less than $40K,Blue,34,6,2,2,6721,1115,0.79,0.759,0.166,72
0,49,M,2,College,Single,$60K - $80K,Blue,41,6,3,4,6205,2233,0.662,0.684,0.36,61
0,35,F,3,Uneducated,Single,Less than $40K,Blue,36,4,2,3,2624,1458,0.809,0.743,0.556,73
1,40,F,3,Graduate,Married,Less than $40K,Blue,29,6,2,4,1479,458,0.466,0.517,0.31,41
0,44,M,3,College,Married,$60K - $80K,Blue,30,5,2,0,4489,0,0.693,0.455,0.0,58
1,53,F,1,Graduate,Married,$60K - $80K,Blue,36,6,3,1,5842,198,0.396,0.517,0.034,41
0,42,F,4,College,Married,Less than $40K,Blue,30,4,2,3,8777,1668,0.85,0.66,0.19,49
0,51,F,2,College,Single,Less than $40K,Blue,45,3,6,1,3250,0,0.601,0.75,0.0,56
1,46,M,1,Uneducated,Married,$60K - $80K,Blue,34,3,3,4,15060,0,0.545,0.4,0.0,38
0,40,M,4,High School,Divorced,$80K - $120K,Blue,36,6,1,0,2126,1321,0.596,1.0,0.621,41
0,47,M,4,Graduate,Divorced,$40K - $60K,Blue,35,3,2,1,4907,773,0.517,0.651,0.158,71
0,51,F,1,Uneducated,Married,$60K - $80K,Blue,44,6,2,1,3553,0,0.844,0.648,0.0,55
0,41,F,4,High School,Single,$60K - $80K,Blue,28,4,2,2,2515,1313,0.981,0.7,0.522,64
1,41,M,4,Doctorate,Single,$80K - $120K,Blue,28,1,2,4,4428,0,0.865,0.286,0.0,64
0,43,M,1,High School,Married,$40K - $60K,Blue,25,6,3,3,1616,0,0.794,0.814,0.0,63
0,64,F,1,Graduate,Single,Less than $40K,Blue,56,4,1,1,6723,968,0.832,0.811,0.144,57
0,42,F,1,Uneducated,Married,Less than $40K,Blue,29,3,4,2,2756,1911,0.774,0.879,0.693,75
1,50,F,3,High School,Married,Less than $40K,Blue,40,6,2,4,2897,1506,0.618,0.484,0.52,48
0,52,F,2,Uneducated,Married,Less than $40K,Blue,42,6,3,0,5456,0,0.337,0.625,0.0,53
0,46,F,1,Graduate,Single,$40K - $60K,Blue,34,4,2,2,3569,0,0.706,0.636,0.0,58
0,39,M,5,College,Married,$80K - $120K,Blue,29,3,3,4,34198,1804,0.934,0.639,0.053,72
0,44,M,2,Graduate,Single,$80K - $120K,Blue,31,5,2,4,34516,1311,0.6,0.771,0.038,52
0,57,F,3,College,Single,$40K - $60K,Blue,44,3,1,2,2817,1864,0.7,0.745,0.662,55
0,53,F,1,Uneducated,Single,Less than $40K,Blue,43,6,2,3,2126,1257,0.632,0.892,0.591,62
0,43,F,2,Uneducated,Single,Less than $40K,Blue,36,3,1,4,2573,1640,0.873,0.638,0.637,53
0,45,F,3,Graduate,Married,$40K - $60K,Blue,31,5,5,3,2016,1303,0.599,0.615,0.646,51
0,48,F,1,College,Divorced,Less than $40K,Blue,36,6,3,0,4006,1646,0.746,0.534,0.411,56
0,41,F,3,High School,Divorced,$60K - $80K,Blue,36,5,1,2,5869,0,0.713,0.857,0.0,64
1,47,M,2,Graduate,Divorced,$80K - $120K,Blue,41,3,2,3,4586,0,0.812,0.433,0.0,58
0,50,F,2,College,Single,Less than $40K,Blue,41,6,3,4,1438,0,0.872,0.634,0.0,68
0,46,M,5,High School,Married,$60K - $80K,Blue,35,3,3,3,1790,796,0.722,0.966,0.445,62
0,51,F,0,Graduate,Married,$60K - $80K,Blue,36,5,2,3,5862,2306,0.807,1.318,0.393,84
0,43,M,5,High School,Married,$60K - $80K,Blue,36,3,5,1,7411,1341,0.799,0.633,0.181,53
1,47,F,2,College,Married,Less than $40K,Blue,36,6,2,3,5667,2517,0.684,0.267,0.444,57
0,47,M,4,College,Single,$60K - $80K,Blue,41,5,2,3,15594,0,0.631,0.786,0.0,63
1,47,F,3,High School,Married,$60K - $80K,Blue,39,6,3,4,11410,979,1.049,0.462,0.086,72
1,47,M,3,Doctorate,Married,$60K - $80K,Blue,36,6,3,1,1584,1214,0.887,0.64,0.766,64
0,44,M,1,Uneducated,Married,$80K - $120K,Blue,29,4,3,3,13298,1694,0.824,0.784,0.127,52
1,51,F,2,College,Married,Less than $40K,Blue,36,1,2,2,2114,0,0.875,0.5,0.0,63
1,44,M,1,High School,Single,$60K - $80K,Blue,33,3,2,4,2540,0,0.212,0.107,0.0,49
0,41,F,5,Uneducated,Single,Less than $40K,Blue,30,4,2,1,1762,1051,0.785,0.739,0.596,62
0,47,F,1,Uneducated,Married,Less than $40K,Blue,36,6,3,3,2245,1503,0.754,0.543,0.669,61
0,47,M,1,Uneducated,Married,$40K - $60K,Blue,36,3,2,3,8168,2137,0.659,0.822,0.262,43
1,41,M,2,Graduate,Single,$60K - $80K,Blue,36,3,2,1,2238,0,0.452,0.5,0.0,49
1,54,F,2,Doctorate,Married,Less than $40K,Blue,41,2,2,3,3881,2517,0.815,0.407,0.649,64
0,44,M,4,Graduate,Married,$80K - $120K,Blue,36,3,1,3,20485,0,0.751,1.04,0.0,59
0,44,F,2,Doctorate,Divorced,$60K - $80K,Blue,39,6,4,1,9856,671,0.662,0.729,0.068,65
0,44,M,3,High School,Single,Less than $40K,Blue,38,6,1,2,2111,1047,0.971,0.952,0.496,58
0,43,F,3,College,Divorced,Less than $40K,Blue,30,3,2,1,2905,2079,0.789,0.909,0.716,52
0,49,M,4,Uneducated,Divorced,$60K - $80K,Silver,44,6,3,2,32244,0,0.647,0.757,0.0,53
0,47,F,2,Post-Graduate,Divorced,$40K - $60K,Blue,33,6,2,3,5624,1216,0.691,1.0,0.216,58
0,44,F,4,High School,Single,Less than $40K,Blue,36,6,2,3,1656,1429,0.777,0.75,0.863,55
1,42,M,2,Uneducated,Married,$40K - $60K,Blue,30,1,3,3,3032,0,0.429,0.517,0.0,51
1,42,M,0,High School,Single,$60K - $80K,Blue,36,4,3,6,15699,0,0.569,0.6,0.0,44
0,40,F,3,Uneducated,Divorced,$40K - $60K,Blue,28,3,1,3,6608,2270,0.75,0.657,0.344,69
0,47,F,3,Graduate,Single,Less than $40K,Blue,43,4,2,4,5062,1423,0.775,0.417,0.281,66
0,44,M,3,Uneducated,Single,$40K - $60K,Blue,30,3,3,2,1547,0,0.792,0.615,0.0,69
0,60,F,0,Uneducated,Single,Less than $40K,Silver,49,3,1,1,11060,1647,0.938,0.766,0.149,54
0,41,F,2,High School,Married,$40K - $60K,Blue,26,5,1,2,1438,0,0.66,0.675,0.0,64
0,46,F,2,College,Single,Less than $40K,Blue,33,4,3,2,3670,0,0.797,0.889,0.0,70
0,42,F,3,Uneducated,Single,Less than $40K,Blue,38,4,1,4,1538,868,0.828,0.694,0.564,85
0,54,F,3,High School,Married,$40K - $60K,Blue,49,5,1,2,1438,886,0.822,0.717,0.616,48
1,45,F,3,College,Married,Less than $40K,Blue,36,4,2,4,2330,2294,0.456,0.333,0.985,52
0,49,M,1,High School,Single,$60K - $80K,Blue,40,6,2,2,3170,1428,0.876,0.565,0.45,56
0,42,F,2,Post-Graduate,Divorced,Less than $40K,Blue,26,5,2,3,2120,1527,0.744,0.72,0.72,55
0,53,M,0,Graduate,Single,$80K - $120K,Blue,34,3,1,4,20231,1434,0.543,0.66,0.071,64
1,48,F,4,Doctorate,Divorced,$60K - $80K,Blue,24,4,2,3,1438,0,0.738,0.484,0.0,50
0,45,F,4,Graduate,Married,Less than $40K,Blue,38,6,3,2,5583,0,0.748,0.821,0.0,46
0,41,F,3,Uneducated,Divorced,Less than $40K,Blue,30,5,3,4,7764,621,0.67,0.756,0.08,54
1,51,M,3,Uneducated,Single,$80K - $120K,Blue,45,3,3,3,25670,0,0.952,0.645,0.0,53
1,45,M,2,College,Single,$60K - $80K,Blue,29,3,2,4,3841,0,0.794,0.846,0.0,59
0,52,F,3,Graduate,Married,Less than $40K,Blue,39,4,3,3,2001,909,0.772,0.8,0.454,67
0,44,F,3,High School,Single,Less than $40K,Blue,37,3,2,2,8512,1471,0.867,0.841,0.173,50
0,47,F,3,Uneducated,Divorced,$40K - $60K,Blue,30,5,3,2,5869,2517,0.505,0.809,0.429,49
0,44,F,5,High School,Married,$60K - $80K,Blue,36,4,2,3,5791,0,0.645,0.861,0.0,68
1,50,M,2,High School,Married,$120K +,Silver,37,5,2,1,34516,399,0.726,0.519,0.012,51
0,49,M,3,Doctorate,Married,$80K - $120K,Blue,43,6,1,1,2191,1414,0.635,0.767,0.645,52
0,37,M,2,High School,Single,$60K - $80K,Blue,32,4,1,1,2865,1176,0.665,0.906,0.41,56
0,43,M,4,Graduate,Married,$120K +,Blue,31,6,1,3,6467,1887,0.442,0.605,0.292,67
1,37,F,3,College,Married,Less than $40K,Blue,17,3,1,3,1468,1074,0.697,0.524,0.732,64
0,58,F,2,Graduate,Single,$40K - $60K,Blue,50,4,3,3,5386,0,0.777,0.68,0.0,57
0,46,F,3,Graduate,Single,Less than $40K,Blue,28,5,3,3,1438,576,0.774,0.833,0.4,77
0,59,F,0,Uneducated,Single,$60K - $80K,Blue,46,5,1,4,5402,892,0.782,0.596,0.165,57
